slang,formal,context,category1,category2,category3
padet,padat,TAU GAK AKU UDAH PAKE BANYAK SEKALI PRODUK PEMBESAR PAYUDARA MULAI DARI KRIM SAMPE SEGALA MACAM UDAH AKU COBA TAPI GAK ADA YANG BERHASIL SAMA SEKALI :( TAPI SEMENJAK AKU PAKE ALAT MHCA DARI@QUEEN_BEAUTY_NATURAL  AKHIRNYA SEMUANYA BERUBAH HANYA DALAM WAKTU 3 MINGGU AKU BERHASIL DAPETIN PAYUDARA YANG IDEAL BESAR DAN PADET KALO GA PERCAYA BUKTIIN SENDIRI DEH NIH PIN NYA BBM: 5D885B1C,modifikasi vokal,0,0
ga,enggak,TAU GAK AKU UDAH PAKE BANYAK SEKALI PRODUK PEMBESAR PAYUDARA MULAI DARI KRIM SAMPE SEGALA MACAM UDAH AKU COBA TAPI GAK ADA YANG BERHASIL SAMA SEKALI :( TAPI SEMENJAK AKU PAKE ALAT MHCA DARI@QUEEN_BEAUTY_NATURAL  AKHIRNYA SEMUANYA BERUBAH HANYA DALAM WAKTU 3 MINGGU AKU BERHASIL DAPETIN PAYUDARA YANG IDEAL BESAR DAN PADET KALO GA PERCAYA BUKTIIN SENDIRI DEH NIH PIN NYA BBM: 5D885B1C,abreviasi,zeroisasi,0
buktiin,buktikan,TAU GAK AKU UDAH PAKE BANYAK SEKALI PRODUK PEMBESAR PAYUDARA MULAI DARI KRIM SAMPE SEGALA MACAM UDAH AKU COBA TAPI GAK ADA YANG BERHASIL SAMA SEKALI :( TAPI SEMENJAK AKU PAKE ALAT MHCA DARI@QUEEN_BEAUTY_NATURAL  AKHIRNYA SEMUANYA BERUBAH HANYA DALAM WAKTU 3 MINGGU AKU BERHASIL DAPETIN PAYUDARA YANG IDEAL BESAR DAN PADET KALO GA PERCAYA BUKTIIN SENDIRI DEH NIH PIN NYA BBM: 5D885B1C,afiksasi,0,0
km,kamu,"Lihatlah km yg cantiq Luna Maya?? Jangan suka gampang tersinggung...klo ak lihat km dibalik layar, mereka smua nya hanya bercanda...harus bisa berbesar hati ya ..beauty...",abreviasi,0,0
yg,yang,"Lihatlah km yg cantiq Luna Maya?? Jangan suka gampang tersinggung...klo ak lihat km dibalik layar, mereka smua nya hanya bercanda...harus bisa berbesar hati ya ..beauty...",abreviasi,0,0
cantiq,cantik,"Lihatlah km yg cantiq Luna Maya?? Jangan suka gampang tersinggung...klo ak lihat km dibalik layar, mereka smua nya hanya bercanda...harus bisa berbesar hati ya ..beauty...",subtitusi,homofon,0
ak,aku,"Lihatlah km yg cantiq Luna Maya?? Jangan suka gampang tersinggung...klo ak lihat km dibalik layar, mereka smua nya hanya bercanda...harus bisa berbesar hati ya ..beauty...",abreviasi,0,0
km,kamu,"Lihatlah km yg cantiq Luna Maya?? Jangan suka gampang tersinggung...klo ak lihat km dibalik layar, mereka smua nya hanya bercanda...harus bisa berbesar hati ya ..beauty...",abreviasi,0,0
smua,semua,"Lihatlah km yg cantiq Luna Maya?? Jangan suka gampang tersinggung...klo ak lihat km dibalik layar, mereka smua nya hanya bercanda...harus bisa berbesar hati ya ..beauty...",zeroisasi,0,0
"pasien""nya",pasien-pasiennya,"MINDER WAJAH KAMU KUSAM? BERFLEK? BERJERAWAT? BUAT KAMU GA PEDE? COBA DEH KONSUL SAMA PAKARNYA@MITRA.SEHAT SOLUSINYA BIKIN PASIEN""NYA NGANTRI LOHH BANYAK BGT BUKTINYA DAN TERPERCAYA. ADD/INVITE PIN 5F08540E",reduplikasi,0,0
ngantri,mengantri,"MINDER WAJAH KAMU KUSAM? BERFLEK? BERJERAWAT? BUAT KAMU GA PEDE? COBA DEH KONSUL SAMA PAKARNYA@MITRA.SEHAT SOLUSINYA BIKIN PASIEN""NYA NGANTRI LOHH BANYAK BGT BUKTINYA DAN TERPERCAYA. ADD/INVITE PIN 5F08540E",afiksasi,0,0
lohh,loh,"MINDER WAJAH KAMU KUSAM? BERFLEK? BERJERAWAT? BUAT KAMU GA PEDE? COBA DEH KONSUL SAMA PAKARNYA@MITRA.SEHAT SOLUSINYA BIKIN PASIEN""NYA NGANTRI LOHH BANYAK BGT BUKTINYA DAN TERPERCAYA. ADD/INVITE PIN 5F08540E",elongasi,0,0
bgt,banget,"MINDER WAJAH KAMU KUSAM? BERFLEK? BERJERAWAT? BUAT KAMU GA PEDE? COBA DEH KONSUL SAMA PAKARNYA@MITRA.SEHAT SOLUSINYA BIKIN PASIEN""NYA NGANTRI LOHH BANYAK BGT BUKTINYA DAN TERPERCAYA. ADD/INVITE PIN 5F08540E",abreviasi,0,0
mngkin,mungkin,"Ingin muka putih senatural mngkin ? ? Menghilangkn bekas jerawat ? NUTRISI VITAMIN utk kulit ? ?? atau yg gak PEDE karna gemuk ?? ? Product Herbal Alami utk masalah Anda :) ada BPOM, HALAL MUI. Follow@herbalconsultant / Pin.bbm/5CF3A833 Wa 082352735219",abreviasi,0,0
utk,untuk,"Ingin muka putih senatural mngkin ? ? Menghilangkn bekas jerawat ? NUTRISI VITAMIN utk kulit ? ?? atau yg gak PEDE karna gemuk ?? ? Product Herbal Alami utk masalah Anda :) ada BPOM, HALAL MUI. Follow@herbalconsultant / Pin.bbm/5CF3A833 Wa 082352735219",abreviasi,0,0
ngasih,mengasih,"Ngasih buktinya enak banget@dr.asharisukma.herbal ? langsing dan tinggi bukan lagi impian, jadi kenyataan?? big thanks ya@dr.asharisukma.herbal ?",afiksasi,0,0
keeeerrrreeeennnnnnnnn,keren,KEEEERRRREEEENNNNNNNNN setelah aku pake alat pembesar payudara dari@bigbreastnatural payudaraku ga kendur lagi ??? Chat ke WA : 0857-9305-1973 / BBM : 5B8BE79E / LINE : @ZHB0594N (PAKAI @),elongasi,0,0
woow,wow,Woow,elongasi,0,0
choker2,choker-choker,"Intip koleksi choker2 kita yuks!? kita memang olshop baru, tp kita jujur??",reduplikasi,0,0
skarang,sekarang,Kak  liat badan badan aku udah langsing loh skarang kaya kakak hah??@fashionsehat_herbal yang waktu itu kaka rekomendasi in ke aku itu loh ? kapan kita ketemu lagi kak heheh skrang kaka ada saingannya lohh.,zeroisasi,0,0
skrang,sekarang,Kak  liat badan badan aku udah langsing loh skarang kaya kakak hah??@fashionsehat_herbal yang waktu itu kaka rekomendasi in ke aku itu loh ? kapan kita ketemu lagi kak heheh skrang kaka ada saingannya lohh.,abreviasi,0,0
kaka,kakak,Kak  liat badan badan aku udah langsing loh skarang kaya kakak hah??@fashionsehat_herbal yang waktu itu kaka rekomendasi in ke aku itu loh ? kapan kita ketemu lagi kak heheh skrang kaka ada saingannya lohh.,zeroisasi,0,0
lohh,loh,Kak  liat badan badan aku udah langsing loh skarang kaya kakak hah??@fashionsehat_herbal yang waktu itu kaka rekomendasi in ke aku itu loh ? kapan kita ketemu lagi kak heheh skrang kaka ada saingannya lohh.,elongasi,0,0
gara2,gara-gara,"Hey ladiess, gak percaya diri gara2 wajah kurang putih bersinar? ?? Sekarang saatnya kamu coba pemutih Tiens dari@pakarnyaherbal, dan buktikan hasilnya hanya dalam hitungan minggu!! ? Info Pin BB: 5FCFCFA5 / line: pakarnyaherbal / WA: 087722622792",reduplikasi,0,0
buktiin,membuktikan,"Aku udah buktiin dan emang bener ADMIN CEWEK!? Pembesar Payudaranya cepet bangettttt, alatnya juga bisa dipakai untuk keperluan kesehatan yang lain@bigbreastnatural. Aku rekomendasiin deh buat kamu nih Chat ke WA : 0857-9305-1973 / BBM : 5B8BE79E / LINE : @ZHB0594N (PAKAI @)",afiksasi,0,0
bangettttt,banget,"Aku udah buktiin dan emang bener ADMIN CEWEK!? Pembesar Payudaranya cepet bangettttt, alatnya juga bisa dipakai untuk keperluan kesehatan yang lain@bigbreastnatural. Aku rekomendasiin deh buat kamu nih Chat ke WA : 0857-9305-1973 / BBM : 5B8BE79E / LINE : @ZHB0594N (PAKAI @)",elongasi,0,0
hadirrr,hadir,Menganti hadirrr @vickyshu,elongasi,0,0
hadirr,hadir,Sangkal Putung hadirr... ?,elongasi,0,0
jelashh,jelas,Hahahaha....yaa jelashh @monicaadistya *geget nyong yakin,anaptiksis,elongasi,0
sekali2,sekali-kali,"Sekali2 mba dolan cilacap, wisata cilacap di populerkan, saya bangga sm mb @vickyshu",reduplikasi,0,0
mbaaa,mbak,Mbaaa lucu koh??,elongasi,0,0
temen,teman,jos temen yuu??,modifikasi vokal,0,0
kerenn,keren,Kerenn mbok kayu ..ngneh dolan ming purwokerto,elongasi,0,0
hadirrr,hadir,Cilacap hadirrr..karang suci donan.,elongasi,0,0
ngomong,mengomong,"Geh Mbak njenengan koh ya, wes artis ayu tp ora isin ngomong ngapak ora isin ngaku wong kampung. Ambung kene lhah. ??",afiksasi,0,0
hidupppp,hidup,Hidupppp ngapak,elongasi,0,0
nyebelin,menyebalkan,"@adrisdidis yah allah. Kalo bos gue nyebelin, tp enak diliatnya ga abis2 mah gpp deh :"")",afiksasi,0,0
tp,tapi,"@adrisdidis yah allah. Kalo bos gue nyebelin, tp enak diliatnya ga abis2 mah gpp deh :"")",abreviasi,0,0
diliatnya,dilihatnya,"@adrisdidis yah allah. Kalo bos gue nyebelin, tp enak diliatnya ga abis2 mah gpp deh :"")",zeroisasi,0,0
ga,enggak,"@adrisdidis yah allah. Kalo bos gue nyebelin, tp enak diliatnya ga abis2 mah gpp deh :"")",abreviasi,zeroisasi,0
abis2,habis-habis,"@adrisdidis yah allah. Kalo bos gue nyebelin, tp enak diliatnya ga abis2 mah gpp deh :"")",reduplikasi,zeroisasi,0
gpp,enggak apa-apa,"@adrisdidis yah allah. Kalo bos gue nyebelin, tp enak diliatnya ga abis2 mah gpp deh :"")",akronim,abreviasi,0
para2,parah-parah,Sumpah actingnyaaa para2 keren,reduplikasi,zeroisasi,0
bangeeet,banget,Ya allah kak lucu bangeeet ???? @vythiapermata,elongasi,0,0
allahhhhhhh,allah,yaaAllahhhhhhh gemesnya tirrr???? @mutiarasantika17,elongasi,0,0
gemesnya,gemasnya,yaaAllahhhhhhh gemesnya tirrr???? @mutiarasantika17,modifikasi vokal,0,0
ilang2,hilang-hilang,Follow ig@HERBALBESTBRAND Untuk yang Bingung ? sma jerawat ga ilang2 bekas jerawat bkn ga PD? flek kusam minyak kering jga ganggu bgt ?  konsultasikan yu apa mslh nya kmi punya solusi teraman ?info?5B2D93F3 WA+6285295715848,reduplikasi,zeroisasi,0
mslh,masalah,Follow ig@HERBALBESTBRAND Untuk yang Bingung ? sma jerawat ga ilang2 bekas jerawat bkn ga PD? flek kusam minyak kering jga ganggu bgt ?  konsultasikan yu apa mslh nya kmi punya solusi teraman ?info?5B2D93F3 WA+6285295715848,abreviasi,0,0
kmi,kami,Follow ig@HERBALBESTBRAND Untuk yang Bingung ? sma jerawat ga ilang2 bekas jerawat bkn ga PD? flek kusam minyak kering jga ganggu bgt ?  konsultasikan yu apa mslh nya kmi punya solusi teraman ?info?5B2D93F3 WA+6285295715848,abreviasi,0,0
ngilangin,menghilangkan,"FOLLOW IG@HERBALBESTBRAND ?? Mau Ngilangin Jerawat membandel ??? Komedo ?bekas jerawat susah hilang?? ? Ingin putih cerah seluruh tbuh ?? Ingin turun bb,tanpa nahan lapar?? Solusi utk masalah Anda?, Aman tanpa efek samping?. info ? Pin: 5B2D93F3 atw line & wa cek di bio",afiksasi,0,0
tbuh,tubuh,"FOLLOW IG@HERBALBESTBRAND ?? Mau Ngilangin Jerawat membandel ??? Komedo ?bekas jerawat susah hilang?? ? Ingin putih cerah seluruh tbuh ?? Ingin turun bb,tanpa nahan lapar?? Solusi utk masalah Anda?, Aman tanpa efek samping?. info ? Pin: 5B2D93F3 atw line & wa cek di bio",abreviasi,0,0
itungan,hitungan,"KALIAN LAGI MENCARI ALAT PEMBESAR PAYUDARA YANG AMPUH?? YANG BISA BENER-BENER MERUBAH PAYUDARA KALIAN JADI BESAR DAN KENCANG?? NIH AKU KASIH REKOMENDASINYA, ITU ADA DI@BIGBOOBSBEAUTY JAWABANYA SEMUA, PRODUKNYA AJAIB BANGET, CUMA DALAM KURUNG WAKTU ITUNGAN MINGGU, SUDAH TERLIHAT PERUBAHANYA PADA PAYUDARA SAYA, KALIAN MAU JUGA?? PIN BBMNYA NIH 5F3A981A WA: 087823694432",zeroisasi,0,0
keliatan,kelihatan,"Kapok aku pake minyak ini itu, payudara tetep kendur. Akhirnya nyoba alat pembesar & pengencang dari@beautycare.store , eh hasilnya ga sampai 2 minggu udah keliatan. makasih :) Ini CS favorit aku -> 5B7129F3",zeroisasi,0,0
ledekin,ledeki,"FOLLOWIG@CANTIK_SIMPLE Untuk kamu yg ingin Tubuh Ideal, turun berat badan tanpa harus mengatur pola makan? ?? atau ingin Tambah Tinggi karna mungkin sering di ledekin tmn2 ?? ??Terbukti Paling Laris :) Alami Herbal ?add IdLine : cantik_simple  atau konsultasikan ? invite: 583AD19E atau WA 089666342881",afiksasi,0,0
tmn2,teman-teman,"FOLLOWIG@CANTIK_SIMPLE Untuk kamu yg ingin Tubuh Ideal, turun berat badan tanpa harus mengatur pola makan? ?? atau ingin Tambah Tinggi karna mungkin sering di ledekin tmn2 ?? ??Terbukti Paling Laris :) Alami Herbal ?add IdLine : cantik_simple  atau konsultasikan ? invite: 583AD19E atau WA 089666342881",reduplikasi,abreviasi,0
diputusin,diputuskan,GALAU DIPUTUSIN PACAR GARA2 KM PENDEK? GARA2 KAMU HITAM? GARA2 KAMU GEMUK? YUK KONSULTASI KE@HERBALCONSULTANT | TEMUKAN RAHASIA TUBUH IDEAL PARA ARTIS DISANA. PIN : 5CF3A833 WA: 082352735219,afiksasi,0,0
gara2,gara-gara,GALAU DIPUTUSIN PACAR GARA2 KM PENDEK? GARA2 KAMU HITAM? GARA2 KAMU GEMUK? YUK KONSULTASI KE@HERBALCONSULTANT | TEMUKAN RAHASIA TUBUH IDEAL PARA ARTIS DISANA. PIN : 5CF3A833 WA: 082352735219,reduplikasi,0,0
km,kamu,GALAU DIPUTUSIN PACAR GARA2 KM PENDEK? GARA2 KAMU HITAM? GARA2 KAMU GEMUK? YUK KONSULTASI KE@HERBALCONSULTANT | TEMUKAN RAHASIA TUBUH IDEAL PARA ARTIS DISANA. PIN : 5CF3A833 WA: 082352735219,abreviasi,0,0
gara2,gara-gara,GALAU DIPUTUSIN PACAR GARA2 KM PENDEK? GARA2 KAMU HITAM? GARA2 KAMU GEMUK? YUK KONSULTASI KE@HERBALCONSULTANT | TEMUKAN RAHASIA TUBUH IDEAL PARA ARTIS DISANA. PIN : 5CF3A833 WA: 082352735219,reduplikasi,0,0
repot2,repot-repot,"? FOLLOWIG@CANTIK_SIMPLE Ga perlu repot2 oles2 pakai cream, putih nya pun ga merata? Ckup minum vitaline dptkan kulit mulus putih merata ? Yuk order vitaline nya always ready stock ? PIN 583AD19E WA+6289666342881 add IdLine Cantik_simple",reduplikasi,0,0
oles2,oles-oles,"? FOLLOWIG@CANTIK_SIMPLE Ga perlu repot2 oles2 pakai cream, putih nya pun ga merata? Ckup minum vitaline dptkan kulit mulus putih merata ? Yuk order vitaline nya always ready stock ? PIN 583AD19E WA+6289666342881 add IdLine Cantik_simple",reduplikasi,0,0
ckup,cukup,"? FOLLOWIG@CANTIK_SIMPLE Ga perlu repot2 oles2 pakai cream, putih nya pun ga merata? Ckup minum vitaline dptkan kulit mulus putih merata ? Yuk order vitaline nya always ready stock ? PIN 583AD19E WA+6289666342881 add IdLine Cantik_simple",abreviasi,0,0
dptkan,dapatkan,"? FOLLOWIG@CANTIK_SIMPLE Ga perlu repot2 oles2 pakai cream, putih nya pun ga merata? Ckup minum vitaline dptkan kulit mulus putih merata ? Yuk order vitaline nya always ready stock ? PIN 583AD19E WA+6289666342881 add IdLine Cantik_simple",abreviasi,0,0
artis2,artis-artis,"Pusing dengan kulit kusam? Pusing karna kurang tinggi badan anda sulit mencari pekerjaan? Atau ingin berat badan ideal? ????? ????? Temukan rahasia tubuh ideal para artis2 indonesia di kami@DOKTER.HERBAL follow@DOKTER.HERBAL / BBM : 5FF31219 ATAU WA : 083822352668  produknya aman banget ga ada efek samping dan ketergantungan,  Udah dapat sertifikat BPOM dan Halal MUI juga (y)?? Ingin tau tips tinggi & langsing secara gratis? kami dan temukan rahasianya, ada cara memutihkan secara alami juga loh ;) ????? ??????info@DOKTER.HERBAL / BBM : 5FF31219 ATAU WA : 083822352668 ? produknya aman banget ? ga ada efek samping dan ketergantungan? ,  Udah dapat sertifikat ? BPOM dan ? Halal MUI juga (y)",reduplikasi,0,0
bener2,benar-benar,"Aku malu banget sama@dr.fauzi_herbal.therapy . Dulu aku DC BBM nya karna ngga percaya sama sekali sama produknya? Tapi aku invite lagi karna penasaran? waktu aku coba pemutih seluruh badan sama pelangsing nya, takjub banget perubahannya? Bener2 rubah total? gak nyesel deh. ? Ayooo patut dicoba! Langsung aja cek@dr.fauzi_herbal.therapy mumpung ada promo hihi?",reduplikasi,modifikasi vokal,0
nyesel,menyesal,"Aku malu banget sama@dr.fauzi_herbal.therapy . Dulu aku DC BBM nya karna ngga percaya sama sekali sama produknya? Tapi aku invite lagi karna penasaran? waktu aku coba pemutih seluruh badan sama pelangsing nya, takjub banget perubahannya? Bener2 rubah total? gak nyesel deh. ? Ayooo patut dicoba! Langsung aja cek@dr.fauzi_herbal.therapy mumpung ada promo hihi?",afiksasi,0,0
ayooo,ayo,"Aku malu banget sama@dr.fauzi_herbal.therapy . Dulu aku DC BBM nya karna ngga percaya sama sekali sama produknya? Tapi aku invite lagi karna penasaran? waktu aku coba pemutih seluruh badan sama pelangsing nya, takjub banget perubahannya? Bener2 rubah total? gak nyesel deh. ? Ayooo patut dicoba! Langsung aja cek@dr.fauzi_herbal.therapy mumpung ada promo hihi?",elongasi,0,0
saranin,menyarankan,Thanks ya ka udah saranin aku pake produk ny@DUNIAHERBALBEAUTY.ID  sekarang seluruh badan aku jadi putih hanya dengan waktu 10 hari ka :),afiksasi,0,0
kalii,kali,"HARI GINI MASIH DIET KETAT BUAT JADI LANGSING? UDH GA JAMAN KALII , SOLUSI TERBAIK DAN TERCEPAT PAKE PRODUK DARI@QUEEN_BEAUTY_NATURAL AJAA CEK IGNYA INFO LENGKAP HUBUNGI LANGSUNG 5D885B1C JAMINAN HARGA DISTRIBUTOR !!",elongasi,0,0
ajaa,saja,"HARI GINI MASIH DIET KETAT BUAT JADI LANGSING? UDH GA JAMAN KALII , SOLUSI TERBAIK DAN TERCEPAT PAKE PRODUK DARI@QUEEN_BEAUTY_NATURAL AJAA CEK IGNYA INFO LENGKAP HUBUNGI LANGSUNG 5D885B1C JAMINAN HARGA DISTRIBUTOR !!",zeroisasi,elongasi,0
ninggiin,meninggikan,FOLLOW IG@HERBALBESTBRAND Awas yah nanti jadi kebayang-bayang sama prodak peninggi ajaib ini ? Yang bisa ninggiin badan 3-15cm dalam 1 - 2 bulan. ?KEREN BUKAN ?? info lengkap  PIN 5B2D93F3 (Harga Promo),afiksasi,0,0
ledekin,ledeki,"FOLLOWIG@CANTIK_SIMPLE buat kamu yg ingin tubuh Ideal, turun berat badan tanpa harus mengatur pola makan? ?? atau ingin Tambah Tinggi karna mungkin sering di ledekin tmn2 ?? ?Terbukti Paling Laris :) Alami Herbal ?add IdLine: cantik_simple  atau konsultasikan ? invite: 583AD19E atau WA 089666342881 solusi cantik tubuh menarik",afiksasi,0,0
tmn2,teman-teman,"FOLLOWIG@CANTIK_SIMPLE buat kamu yg ingin tubuh Ideal, turun berat badan tanpa harus mengatur pola makan? ?? atau ingin Tambah Tinggi karna mungkin sering di ledekin tmn2 ?? ?Terbukti Paling Laris :) Alami Herbal ?add IdLine: cantik_simple  atau konsultasikan ? invite: 583AD19E atau WA 089666342881 solusi cantik tubuh menarik",reduplikasi,abreviasi,0
baget,banget,Keren baget kk,zeroisasi,0,0
dri,dari,"Verrell ko ga ada foto sama wilona, verrell cocokan sama wilona dri pada nasya kata gua ya.",abreviasi,0,0
bngt,banget,G tau knp suka bngt kl lht @bramastavrl  sama natasa wilona,abreviasi,0,0
kl,kalau,G tau knp suka bngt kl lht @bramastavrl  sama natasa wilona,abreviasi,0,0
lht,lihat,G tau knp suka bngt kl lht @bramastavrl  sama natasa wilona,abreviasi,0,0
mnta,minta,boleh tu bang mnta alisnya ?@bramastavrl,abreviasi,0,0
kira2,kira-kira,"""She"" nya itu kira2 ke sapa ya??? Lgsg ke @natashawilona12 nih pikiran. ?",reduplikasi,0,0
lgsg,langsung,"""She"" nya itu kira2 ke sapa ya??? Lgsg ke @natashawilona12 nih pikiran. ?",abreviasi,0,0
mngkin,mungkin,"Follow ? IG@HERBALL_ALAMICINA?? Ingin muka putih senatural mngkin ? ? Menghilangkn bekas jerawat ? NUTRISI utk kulit ?di sini ada ??Product Herbal Alami utk masalah Anda :) untuk info lebih lanjut?? invite PIN : D2538B6C , LINE : herball_alamicina dan WHATSAPP : 085871398440",abreviasi,0,0
ngk,enggak,Ngk jadi ahh? @nabilahandraa,abreviasi,0,0
ahh,ah,Ngk jadi ahh? @nabilahandraa,elongasi,0,0
pas2an,pas-pasan,Raisa cantik gitu aja putus. Apalagi yang mukanya pas2an dan sok kepedean...,reduplikasi,0,0
balesin,membalas,"Mau punya gaji sebulan 3jta- an Bahkan lebih.  HANYA dengan Modal 500rb,Kerjanya hanya balesin chat.KAMU UDAH BISA WUJUDKAN SEMUA IMPIAN KAMU MAU ??! Yuk join@po3_database. Id Line @qav1825w(pakai@)",afiksasi,0,0
gausah,enggak usah,@rhannapuspa udah ya terbukti gausah didebat lagi???,akronim,0,0
kyk,kayak,Mau cantik kyk raisa :3 @mc.square,abreviasi,0,0
sukaaa,suka,Selalu sukaaa dgn hasil riasan alisnya mba @marlenehariman ?,elongasi,0,0
lutuna,lucunya,ya ampun lutuna anak ciapa itu,subtitusi,0,0
ciapa,siapa,ya ampun lutuna anak ciapa itu,subtitusi,0,0
gemesss,gemas,Gemesss wkwk,modifikasi vokal,elongasi,0
duhh,duh,Duhh ? yaAllah? kenapa harus bercerai berai coba ? @ferarosyita,elongasi,0,0
terharuuu,terharu,Terharuuu???,elongasi,0,0
ihh,ih,Ihh gemes,elongasi,0,0
sumpahh,sumpah,"Nangis dah,, sumpahh",elongasi,0,0
alamii,alami,"Tuh liat wajahnya bunda maya ,, cantiknya alamii gak luntur sampek ckrng :*",elongasi,0,0
sampek,sampai,"Tuh liat wajahnya bunda maya ,, cantiknya alamii gak luntur sampek ckrng :*",modifikasi vokal,anaptiksis,0
ckrng,sekarang,"Tuh liat wajahnya bunda maya ,, cantiknya alamii gak luntur sampek ckrng :*",abreviasi,subtitusi,0
ngegemesin,menggemaskan,Liat yg ini ngegemesin...hahaa @hapsa_26,afiksasi,0,0
imoet,imut,Dul imoet bgt nak @duljaelani,anaptiksis,modifikasi vokal,0
bgt,banget,Dul imoet bgt nak @duljaelani,abreviasi,0,0
imut2,imut-imut,"@duljaelani kamu dulunya ganteng bgt,imut2 gimana gtu wkwk",reduplikasi,0,0
gtu,begitu,"@duljaelani kamu dulunya ganteng bgt,imut2 gimana gtu wkwk",abreviasi,0,0
jagain,jaga,Dul jagain bundanya yahbh,afiksasi,0,0
yahbh,ya,Dul jagain bundanya yahbh,anaptiksis,0,0
msih,masih,allhamdulillah msih ada pria kyak gini ??,abreviasi,0,0
macem2,macam-macam,"Semenjak ada mulan jameela,al el dul suka macem2.kl sama bunda maia keliatan ga neko2",reduplikasi,modifikasi vokal,0
neko2,neko-neko,"Semenjak ada mulan jameela,al el dul suka macem2.kl sama bunda maia keliatan ga neko2",reduplikasi,0,0
ngeliat,melihat,Mata ku yang seleng atau gimana ya.... kok kayak ngeliat mulan yg pake mukena... sktika lupa wajah bunda maia,afiksasi,0,0
sktika,seketika,Mata ku yang seleng atau gimana ya.... kok kayak ngeliat mulan yg pake mukena... sktika lupa wajah bunda maia,abreviasi,0,0
dr,dari,@tha_farida yg d tag sih bunda maia... tapi mataku dr td liatnya sih si mulan,abreviasi,0,0
td,tadi,@tha_farida yg d tag sih bunda maia... tapi mataku dr td liatnya sih si mulan,abreviasi,0,0
lutu,lucu,Lutu na dul waktu kecil,subtitusi,0,0
yg,yang,"Dul jadi anak yg sholeh yaa, dul ingat jgn terikut aliran freemason.",abreviasi,0,0
yaa,ya,"Dul jadi anak yg sholeh yaa, dul ingat jgn terikut aliran freemason.",elongasi,0,0
yha,ya,Wah ini masadepanmu yha?? @gustifdlah,anaptiksis,0,0
wowwww,wow,Wowwww,elongasi,0,0
massss,mas,Massss mau kesiniii @garwijk you know why ???,elongasi,0,0
kesiniii,kesini,Massss mau kesiniii @garwijk you know why ???,elongasi,0,0
bnget,banget,Keren bnget !! Ungu smua @tantri24 @finphotograph,abreviasi,0,0
"keren""",keren-keren,"Dian pelangi fotonya keren"" mewah bener jalan""nya @finphotograph @zezemrg",reduplikasi,0,0
"jalan""nya",jalan-jalannya,"Dian pelangi fotonya keren"" mewah bener jalan""nya @finphotograph @zezemrg",reduplikasi,0,0
masyaallahhh,masyaallah,Masyaallahhh...kerennn,elongasi,0,0
kerennn,keren,Masyaallahhh...kerennn,elongasi,0,0
ksni,kesini,Bawa aku ksni. Please @alsyatta_munawwarah ??,abreviasi,0,0
begok,bego,it di qatar begok bkan di banda ??@sarita.sarita,anaptiksis,0,0
bkan,bukan,it di qatar begok bkan di banda ??@sarita.sarita,abreviasi,0,0
jgk,juga,"Aku jgk tau dibanda aceh gda tmpt seindah itu kingkong, ?@alsyatta_munawwarah ? ke prncis lah mksd aqu ke bawak aku",abreviasi,anaptiksis,0
gda,enggak ada,"Aku jgk tau dibanda aceh gda tmpt seindah itu kingkong, ?@alsyatta_munawwarah ? ke prncis lah mksd aqu ke bawak aku",akronim,abreviasi,0
tmpt,tempat,"Aku jgk tau dibanda aceh gda tmpt seindah itu kingkong, ?@alsyatta_munawwarah ? ke prncis lah mksd aqu ke bawak aku",abreviasi,0,0
mksd,maksud,"Aku jgk tau dibanda aceh gda tmpt seindah itu kingkong, ?@alsyatta_munawwarah ? ke prncis lah mksd aqu ke bawak aku",abreviasi,0,0
aqu,aku,"Aku jgk tau dibanda aceh gda tmpt seindah itu kingkong, ?@alsyatta_munawwarah ? ke prncis lah mksd aqu ke bawak aku",subtitusi,homofon,0
bawak,bawa,"Aku jgk tau dibanda aceh gda tmpt seindah itu kingkong, ?@alsyatta_munawwarah ? ke prncis lah mksd aqu ke bawak aku",anaptiksis,0,0
